isin,name,sheet,classify,symbol,currency,quoteType,longname,hist_rows,hist_first,hist_last,note
LU0983164343,NINETY ONE GLOBAL ST GBL MULTI AST INC I USD DIS USD,global,FUND_USD,0P00010ZAY,USD,MUTUALFUND,Ninety One GSF Glb Mang Inc I Inc-2 USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0345781172,NINETY ONE GLOBAL STRATEGY FUND GLOBAL NATURAL RESOURCES FUND I ACC USD,global,FUND_USD,0P00009X5L,USD,MUTUALFUND,Ninety One GSF Glb Ntrl Res I Acc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE A ACC USD,global,FUND_USD,0P0000KL1E,USD,MUTUALFUND,Ninety One Global Strategy Fund - Global Franchise Fund A Acc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0345780521,NINETY ONE GSF GLOBAL GOLD A INC GRS USD USD,global,FUND_USD,0P00000R8X,USD,MUTUALFUND,Ninety One GSF Glb Gold A Inc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0345780950,NINETY ONE GSF GLOBAL NATURAL RESOURCES A ACC GRS USD USD,global,FUND_USD,0P00009X5D,USD,MUTUALFUND,Ninety One GSF Glb Ntrl Res A Acc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0345770308,NINETY ONE GSF GLOBAL STRATEGIC EQUITY A GRS USD ACC USD,global,FUND_USD,0P00009NGD,USD,MUTUALFUND,Ninety One GSF Glb Strat Eq A Acc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU1939255532,NINETY ONE LUX S.A GLOBAL ENVIRONMENT A ACC USD,global,FUND_USD,0P0001GZNK,USD,MUTUALFUND,Ninety One GSF Global Envir A Acc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00BD4DXL75,NOMURA GLOBAL HIGH CONVICTION I USD USD,global,FUND_USD,0P0001781P,USD,MUTUALFUND,Nomura Fds Global High Conviction I USD,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU2637817243,NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD,global,FUND_USD,0P0001SAYJ,USD,MUTUALFUND,NSF SICAV Wealth Defender Glbl ,643,2024-01-24,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU1347437607,NSF WEALTH DEFENDER GLOBAL EQUITY A ACC USD,global,FUND_USD,0P0001CXPX,USD,MUTUALFUND,NSF SICAV Wealth Defender Glbl Eq A USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00BYM2RB15,PGIM GLOBAL REAL SEL RE SECURITIES I ACC USD,global,FUND_USD,0P0001744Q,USD,MUTUALFUND,PGIM Global Sel RE Scrts USD I Acc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00BYV6MS67,PGIM JENNISON GLOBAL EQUITY OPPORTUNITIES I ACC USD,global,FUND_USD,0P00019ZJR,USD,MUTUALFUND,PGIM Jennison Global Eq Opps USD I Acc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0503633330,PICTET-GLOBAL ENVIRONMENTAL OPPORTUNITIES HP ACC USD,global,FUND_USD,0P0001CKEL,USD,MUTUALFUND,Pictet - Global Environmental Opportunities,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0386856941,PICTET FUNDS GLOBAL MEGATREND SEL I USD ACC USD,global,FUND_USD,0P0000I3X7,USD,MUTUALFUND,Pictet-Global Megatrend Selection I USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0503632100,PICTET GLOBAL ENVIRONMENTAL OPPORTUNITIES I USD ACC USD,global,FUND_USD,0P0000PTZM,USD,MUTUALFUND,Pictet - Global Envir Opps I USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00B193ML14,PIMCO GIS GLOBAL HIGH YIELD E INC USD USD,global,FUND_USD,0P00006D1G,USD,MUTUALFUND,PIMCO GIS Glb Hi Yld Bd E USD Inc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE0033386453,PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD,global,FUND_USD,0P00000WBD,USD,MUTUALFUND,PIMCO GIS GlInGd Crdt Instl USD Inc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00B3K7XK29,PIMCO GIS GLOBAL INVEST GRADE CREDIT HDGD E ACC USD USD,global,FUND_USD,0P0000J4CL,USD,MUTUALFUND,PIMCO GIS GlInGd Crdt E USD Acc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00B2R34T20,PIMCO GIS GLOBAL INVESTMENT GRADE CREDIT E USD INC USD,global,FUND_USD,0P0000F8J7,USD,MUTUALFUND,PIMCO GIS GlInGd Crdt E USD Inc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00B0C18065,PIMCO GLOBAL ADVIS DIVSFD INC INST ACC NAV USD,global,FUND_USD,0P00005XLK,USD,MUTUALFUND,PIMCO GIS Divers Inc Instl USD Acc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE0033591854,PIMCO GLOBAL ADVIS GBL REAL RETURN INSTL INC USD,global,FUND_USD,0P00001WKG,USD,MUTUALFUND,PIMCO GIS Glb Rl Ret Instl USD Inc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00BHZKQ946,PIMCO GLOBAL ADVIS LOW DURATION REAL RTN INSTL USD,global,FUND_USD,0P00011S6Q,USD,MUTUALFUND,PIMCO GIS Glb Lw Dur Rl Rt Ins USD Acc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00B98CPZ00,PIMCOG GLOBAL ADVIS INCOME PU INC USD,global,FUND_USD,0P0000YG4T,USD,MUTUALFUND,PIMCO GIS Income Investor USD Inc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE0007357332,PINEBRIDGE GLOBAL DYNAMIC ASSET ALLOCATION Y USD ACC USD,global,FUND_USD,0P00000RKU,USD,MUTUALFUND,PineBridge Glbl Dyn Asset Allc Y,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE0004897173,PINEBRIDGE GLOBAL EMERGING MARKETS FOCUS EQUITY Y USD ACC USD,global,FUND_USD,0P00000RRD,USD,MUTUALFUND,PineBridge Global Emerg Mkts Foc Eq Y,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE0030772275,POLAR CAPITAL GLOBAL TECH FD USD,global,FUND_USD,0P00000GUL,USD,MUTUALFUND,Polar Capital Global Tech Inc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0927891449,PROSPER FDS SICAV GLOBAL MACRO I USD,global,FUND_USD,0P00019N2Q,USD,MUTUALFUND,Prosper Global Macro I USD Cap,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00BF5FSX39,PZENA GLOBAL EXPANDED VALUE FUND A USD INC USD,global,FUND_USD,0P0001H3OF,USD,MUTUALFUND,Pzena Global Value A USD Dis,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
GB00BYW6DZ91,QUILTER INVESTORS GLOBAL EQUITY VALUE FUND ACC USD,global,FUND_USD,0P00016N92,USD,MUTUALFUND,Quilter Inv Glbl Eq Val A (USD) Acc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE000CSTCY83,RANMORE GLOBAL EQUITY FUND INST USD ACC USD,global,FUND_USD,0P0001QRG7,USD,MUTUALFUND,Ranmore Global Equity Fund,852,2023-03-24,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00BYW8MG91,RUSSELL OLD MUTUAL VALUE GLOBAL EQUITY E ACC USD,global,FUND_USD,0P00017M96,USD,MUTUALFUND,Barrow Hanley Global Value Eq E Acc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00B649W081,RUSSELL OPENWORLD GLOBAL HIGH DIVIDEND EQUITY I USD,global,FUND_USD,0P0000PYFK,USD,MUTUALFUND,Russell Inv Global High Div Eq I USD,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00B737Q755,SANDS CAPITAL FUND GLOBAL GROWTH A USD ACC USD,global,FUND_USD,0P0000TXTI,USD,MUTUALFUND,Sands Capital Global Growth A USD Acc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00B94Q3B85,SANLAM AI GLOBAL MANAGED RISK BASE A2 ACC USD,global,FUND_USD,0P00013EB2,USD,MUTUALFUND,A.I.Machines Glb Mgd Risk A2 USD Base Ac,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00BD07T932,SANLAM AI GLOBAL MANAGED RISK BASE L2 ACC USD,global,FUND_USD,0P0001E1HR,USD,MUTUALFUND,A.I.Machines Glb Mgd Risk A5 USD Base Ac,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00BSQXBG17,SANLAM AI GLOBAL MANAGED RISK FUND N ACC USD,global,FUND_USD,0P0001CZWD,USD,MUTUALFUND,A.I.Machines Glb Mgd Risk N USD Acc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU1195516338,SCHRODER INTL SEL GLOBAL MULTI-ASSET ALLOCATI USD,global,FUND_USD,0P00015JLH,USD,MUTUALFUND,Schroder ISF MA Gr and Inc A Acc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0189893018,SCHRODER INV MGMT GLOBAL HIGH YLD A USD ACC NAV USD,global,FUND_USD,0P00000TCU,USD,MUTUALFUND,Schroder ISF Glbl High Yld A Acc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0956908312,SCHRODER INV MGMT ISF GLOBAL REC C USD ACC USD,global,FUND_USD,0P0000ZPTZ,USD,MUTUALFUND,Schroder ISF Glbl Rcvy C Acc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0106255481,SCHRODER INV MGMT QEP GLOBAL CORE C ACC USD,global,FUND_USD,0P00000ASE,USD,MUTUALFUND,Schroder ISF QEP Glbl Cor C Acc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0224508324,SCHRODER ISF GLOBAL CITIES A ACC USD,global,FUND_USD,0P00001E4P,USD,MUTUALFUND,Schroder ISF Global Cities A Acc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0225283786,SCHRODER ISF GLOBAL EQUITY ALPHA C ACC USD,global,FUND_USD,0P00001CEH,USD,MUTUALFUND,Schroder ISF Global Eq Alp C Acc USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0757359954,SCHRODER ISF GLOBAL M.A DIS USD A HDG MF USD,global,FUND_USD,0P0000VX17,USD,MUTUALFUND,Schroder ISF Glbl MA Inc A Dis $ MF,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0776415563,SCHRODER ISF GLOBAL MULTI ASSET BALANCED C ACC USD,global,FUND_USD,0P0000WFLZ,USD,MUTUALFUND,Schroder ISF Glbl MA Bal C Acc USD H,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU1892523231,T ROWE GLOBAL FOCUSED GROWTH EQUITY Q USD USD,global,FUND_USD,0P0001EVSL,USD,MUTUALFUND,T. Rowe Price Glb Foc Gr Eq Q,1115,2022-03-08,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU1244140163,T.ROWE PRICE FDS GLOBAL TECHNOLOGY EQUITY Q USD,global,FUND_USD,0P0001697G,USD,MUTUALFUND,T. Rowe Price Glb Tech Eq Q,1115,2022-03-08,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU0133082254,T.ROWE PRICE GLOBAL HI YLD BD A USD USD,global,FUND_USD,0P00000SSA,USD,MUTUALFUND,T. Rowe Price Global Hi Yld Bd A,1115,2022-03-08,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU1088697633,UBAM GLOBAL EQUITY IC ACC USD,global,FUND_USD,0P00015Q67,USD,MUTUALFUND,UBAM Global Equity IC USD,1117,2022-03-04,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU1808465147,UBAM TECH GLOBAL LEADERS EQUITY IC USD ACC USD,global,FUND_USD,0P0001DZRW,USD,MUTUALFUND,UBAM Tech Global Leaders Equity IC USD,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00B42LF923,VANGUARD GLOBAL SMALL-CAP INDEX USD ACC USD,global,FUND_USD,0P0000MX66,USD,MUTUALFUND,Vanguard Global Small-Cap Idx USD Acc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
LU2167913123,VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,global,FUND_USD,0P0001K1Y4,USD,MUTUALFUND,Vontobel Fund II - Duff & Phelps Global Listed Infrastructure,1116,2022-03-07,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
IE00BC7GWK81,VULCAN GLOBAL VALU VALUE EQUITY USD II INC NAV USD,global,FUND_USD,0P0000ZQWT,USD,MUTUALFUND,Vulcan Value Equity USD II Inc,1916,2019-01-02,2026-08-17,份额线 币种=USD 类型=MUTUALFUND
